dialect,standard
낱커레,낱켤레  
내까,내과
내거랑,개울  
내고랑,개울  
내꼬랑,개울  
내내멩년,내후년  
내또랑,개울  
내마,사내아이  
내멩년,내명년  
내모리,그글피  
내빈열,뇌빈혈  
내빙,폐병
내숭꾸레기,내숭꾸러기  
내숭재이,내숭쟁이  
내얼,내일  
내오간,내외간  
내왜,내외  
내우,내외  
내조랑,개울  
내짐,폐병  
내품,내색  
낶잇밥,낚싯밥  
낸늉,나중  
냇거래,개울  
냇고동,다슬기  
냇고랑,개울  
냇고랭,개울  
냇도랑,도랑  
냇도랑가,냇가  
냉갈,냉갈령  
냉방벵,냉방병  
너끄리,넌출  
너끄링이,넝쿨  
너끌,넌출  
너더랑,너덜겅  
너더렁,너덜겅  
너덜,넌더리  
너덜강,너덜겅   
너부,넓이  
너부렝이,너부렁이  
너불래기,유혈목이  
너산,느림뱅이  
너클딸,덩굴딸기  
너퍽지,넓적다리  
넉다리,지각쟁이  
넉동내이,넉동내기  
넉동막,넉동  
넉동배이,넉동내기  
넉동체,넉동  
넉삼,넉살  
넉즘바리,넉동무니  
넉짐,넉동무니  
넉짐살이,넉동무니  
넌저리,넌더리  
널보리,귀리  
널빤대기,널빤지  
널쩍다리,넓적다리  
넘,남
널치,넌더리  
널판대기,번지  
널판대이,널판때기  
널판디기,널빤지  
널판때이,널판때기  
넘우나,남의나이  
넘우사,남우세  
넘우집살이,남의집살이  
넙덕이,넓적이  
넙덕지,넓적다리  
넙덕치,넓적다리  
넙딕이,넓적이  
넙지,넙치  
넝구리이,능구렁이
넝구러이,능구렁이
넝꿀,넝쿨  
넝꿀딸,덩굴딸기  
넝쿠렝이,넝쿨  
넝쭐,넝쿨  
넝출,덩굴  
넝쿠랭이,덩굴
넝쿠레이,넝쿨  
넝쿨딸,덩굴딸기  
넝클,넝쿨  
넝클딸,덩굴딸기  
네경색,뇌경색  
네관,뇌관  
네내출혈,뇌내출혈  
네동제비,넉동무니  
네물,뇌물  
네성,뇌성  
네셍,뇌성  
네썽,뇌성  
넴,남  
넷네,옛날  
넷성,뇌성  
넷채손구락,약손가락  
넾이,높이  
노가리,잔소리  
노딧돌,징검돌  
노고구리,종다리  
노고자리,종다리  
노고조리,종다리  
노나불,자리개  
노내각시,노래기  
노내기,노래기  
노네기,노래기  
노네끼,노래기  
노는머리,즐기는 재주  
노니기,노래기  
노니이,노래기  
노다리,징검다리  
노디,징검다리  
노라리,놀이  
노락질,노략질  
노락질,놀이  
노란물,노랑물  
노란접시,노른자위  
노룸,노름  
노란콩,흰콩  
노랑내,노린내  
노랑땡전,노랑돈  
노랑시이,노래기  
노랑애,참외  
노랑재이,노래기  
노랑접시,노른자위  
노랑조시,노른자위  
노랑창,노른자위  
노랑채이,노른자위  
노랑챙이,노른자위  
노래깨미,소꿉질  
노래이,노랑이  
노래지,노래기  
노랭이,노루  
노랭이,노랑이  
노랭이짓,노랑이짓  
노랭챙이,노른자위  
노른자우,노른자위  
노른재,노른자위  
노리,노루  
노리,노래  
노리개감,노리개  
노리기감,노리개  
노리발,노루발  
노린제,노래기  
노배기,노래기  
노성,뇌성  
노송,뇌성  
노숭,뇌성  
노숭나무,침향나무  
녹부줄,참바  
노장,갯장어  
노타리,노틀  
노푸기,높이  
녹디묵,녹두묵  
녹두부침,빈대떡  
녹디나물,숙주나물  
녹디너물,숙주나물  
녹디떡,녹두떡  
녹디밥,녹두밥  
녹디밭,녹두밭  
녹디알,녹두알  
녹디질금,숙주나물  
녹디찌짐,녹두지짐  
녹장어,갯장어  
실래이,실랑이  
논고도이,논우렁이  
논고동이,논우렁이  
논고디이,논우렁이  
논구둥,논우렁이  
논나락,논벼  
논다이,논다니  
논도가리,논배미  
심지뽑기,제비뽑기
논두럼,논두렁  
논두럽아재비,땅강아지  
논두룩박,바릿대  
논두룸,논두렁  
논두룸콩,논두렁콩  
논두룽,논두렁  
논두름,논두렁  
논두름아재비,땅강아지  
논두정,논두렁  
논따리,땡땡이  
논따리쟁이,땡땡이를 잘 치는 사람  
논때기,논뙈기  
논뚜정,논두렁  
논어덕,논둑  
논언덕,논둑  
논임재,논임자  
논질,논길  
논흘,논흙  
놀개,노루  
놀꼴,밭고랑  
놀음감,노리개  
놀이개,장난감  
놋대애,놋대야  
놋대지비,놋대접  
놋수제,놋수저  
놋하리,놋화로  
농구기,농기구  
농구여장,농기구  
농구연장,농기구  
농구이장,농기구  
농끈,노끈  
농바리,소금쟁이  
농신지,호미씻이  
식재이,멋쟁이  
식팅이,식충이  
싱강,승강이질  
신겡벵,신경병  
실랭이,실랑이  
신끄내끼,들메끈  
신나물,냉이  
신나이,냉이  
신내,쉰내  
신내이,민들레  
신더구,누루시볼락  
신딸,산딸기  
신발이,돈벌레  
실밥,실의 토막  
신청구,조뱅이  
신장벵,신장병  
신주게,구둣주걱  
신항,신행  
실거시,장구벌레  
실거시,실지렁이  
실개이,살쾡이  
실갱이,살쾡이  
실겍,실격  
실굉이,살쾡이  
십간,습관  
실때바리,길마  
싱고기,싱경이  
실참,곁두리  
심,베갯속  
심마바람,남풍  
심바리,등에  
심장벵,심장병  
심판,셈판  
싯대,세숫대야  
싯마바람,남풍  
싯벨,샛별  
싱개비,싱검쟁이  
싱거리,무말랭이  
싱건짐치,국물김치  
싱겝이,신건이  
싱기,싱경이  
싱기기,싱경이  
싱기비,싱겁이  
싱기이,싱경이  
싱깁이,싱겁이  
싱손가락,생손  
싱티,까투리  
싸내기,노래기  
싸네기,노래기  
싸니기,노래기  
싸니이,노래기  
싸닝이,노래기  
싸랑,사랑  
싸래기비,가랑비
싸래이눈,싸라기눈  
싸룹문,사립문  
쌀가죽,살가죽  
싸릿문,사립문  
싸매,소매  
싸발,사발  
싸슴,사슴  
싸제비,땔감  
싻꾼,삯일꾼  
싼다구,상판대기  
쌀물이,쌀뜨물  
쌀도배기,식되  
쌀되배기,쌀되  
쌀딩기,쌀겨  
쌀벌거이,쌀벌레  
쌀벌거지,쌀벌레  
쌀벌기,바구미  
쌀자리,쌀자루  
쌀찌,살쾡이  
쌍대이,쌍둥이  
쌍디,쌍둥이
쌍바리,불가사리  
쌍벡,쌍벽  
쌍추,상추  
쌔가리,서캐  
쌔것,새것  
쌔그륵,놋그릇  
쌔기,서캐  
쌔기,억새  
쌔끈티,혀끝  
쌔기풀,억새풀  
쌔기풀,쐐기풀  
쌔끌,기스락  
쌔끌물,지지랑물  
쌔끌밋,기스락  
쌔끼손가락,새끼손가락  
쌔등,새우등  
쌔래기,씨아  
쌔립문,사립문  
쌔미뚬,검불  
쌔뱅이,새벽  
쌔뱅이,새우  
쌔벡,새벽  
쌔북,새벽  
쌔비젓,새우젓  
쌔빗대,억새  
쌔아기,씨아  
쌔아시,씨아  
쌔암,수염  
쌔우,새우  
쌔우등,새우등  
쌔이,새끼
쌔파래이,쉬파리  
쌔파리,쉬파리  
쌔포리,쉬파리  
쌩고생,생고생  
쌩고집,생고집  
쌧대,억새  
쌧바알,혓바늘  
쌩갈이,애벌갈이  
쌩강,생강  
쌩거,생것  
쌩게기,생고기  
쌩고기,생고기  
쌩고매,생고구마  
쌩김치,생김치  
쌩돈,생돈  
쌩떼,생떼  
쌩똥,산똥  
쌩멩태,생태  
쌩사람,생사람  
쌩살,생살  
쌩인손가락,생인손  
쌩트집,생트집  
쌩흙,생흙  
썌비,새우  
썌,새우  
써까래,서까래  
써리씻이,호미씻이  
써리,거스름돈  
써리씿이,써레씻이  
써리짓이,호미씻이  
써릿돈,거스름돈  
써모,서모  
써쑥,다북쑥  
썩규,석유  
썩둥구리,썩은 나뭇등걸  
썩은물,지지랑물  
썩은새물,지지랑물  
썰대,담배설대  
썽매방아,연자방아  
쎄,혀  
쎄디이,쇳덩이   
쎄가래,서까래  
쎄가래,서캐  
쎄그럭,놋그릇  
쎄그릇,놋그릇  
쎄리,서리  
쎄기,서캐  
쎄까시레이,혓바늘  
쎄말뚝,쇠로 만든 말뚝  
쎄망치,쇠망치  
쎄끌물,낙숫물  
쎄끌밑,처마  
쎄똥가리,혀  
쎄메,쇠메  
쎄뭉치,쇠뭉치  
쎄바늘,혓바늘  
쎄바닥,혓바닥  
쎄배,돌배  
쎄비름,쇠비름  
쎄소두방,쇠소댕  
쎄숫대,세숫대야  
쎄염,수염  
쎄우,세우  
쎄짤래이,혀짜래기  
쎄카리,서캐  
쎄태,열쇠  
쎄통,자물쇠  
쎄포리,쇠파리  
쎄홅개,그네  
쎄홅께,벼훑이  
쎔,수염  
쎗가리,쇳가루  
쎗대,열쇠  
쎗덩거리,쇳덩어리  
쎗동가리,쇳조각  
쎗디,쇳덩이  
쏘가지,성질  
쏘개,솜  
쏘깨,솜  
쏘내이밥,소나기밥  
쏘내이술,소나기술  
쏘라,소라  
쏘리개,솔개  
쏘리길,오솔길  
쏘배기,속  
쏘살,작살  
쏘시랭이,회오리바람  
쏘임,천연두  
쏘캐뭉치,솜뭉치  
쏘캐짓,부싯깃  
쏜덕,손등  
쏙갱이,속고갱이  
쏙고주우,고쟁이  
쏙꼬주우,고쟁이  
쏙눈섭,속눈썹  
쏙눈썹,속눈썹  
쏙딩기,부드러운 등겨  
쏙새,억새  
쏙통,베갯속  
쏜녀,손녀  
쏜덩더리,손등  
쏜디이,손등  
쏜목,손목  
쏜바닥,손바닥  
쏠개이,솔개  
쏠물,썰물  
쏠나무,소나무  
쏠쏘리바람,회오리바람  
쏠캐,솜  
쏨,수염  
쏱뜨끄리,솥뚜껑  
쐐비젖,새우젓  
쐠,수염  
쐬기,씨아  
쐬까래,서까래  
쐬돈,쇠돈  
쐬주,소주  
쑤꺼,수컷  
쑤꽁,수꿩  
쑤꾸기,뻐꾸기  
쑤끼,수수  
쑤봉,바지  
쑤새,수세미  
쑤세,수세미  
쑤세미외,수세미외  
쑤수,수수  
쑤시,수세미  
쑤시떡,수수떡  
쑤시미,수세미  
쑥개이,수고양이  
쑤쎄,수세미  
쑤씨,수세미외  
쑤씨,수수  
쑤씨미,수세미  
쑤알,작살  
쑤엠,수염  
쑤염,수염  
쑤지,수수  
쑤컷,수컷 
쑥가,쑥갓  
쑥갱이,수고양이  
쑥거,수컷  
쑥게,수컷  
쑥구리,수구렁이  
쑥늠,수놈  
쑥놈,수놈  
쑥놈,수쇠  
쑥돼지,수퇘지  
쑥늠,사나이  
쑥닥,수탉  
쑥돌짜구,수톨쩌귀  
쑥돌쪼구,수톨쩌귀  
쑥돌쪽,수톨쩌귀  
쑥돌쭉,수톨쩌귀  
쑥말,수말  
쑥부재이,쑥부쟁이  
쑥세,수소  
쑥소,수소  
쑥쇠,수소  
쑥쑤기미,쑤기미  
쑥앵구,수고양이  
쑥재이,수컷  
쑥쟁이,수컷  
쑥중세,수쇠  
쑥지레이,쑥버무리   
쑷놈,수놈  
쑴,수염  
쑴구영,숨구멍  
쑹년,숭늉  
쑹냉,숭늉  
쒐,수염  
쒜까래,서까래  
쓰게또,썰매  
쒸아시,씨아  
쒸양버들,수양버들  
쓈,수염  
쓰리기,쓰레기  
쓰리홅개,그네  
쓰음지,수염  
쓸가지,살쾡이  
쓸굉이,살쾡이  
쓸꾀이,살쾡이  
쓸이판,쓰레받기  
씀지,수염  
씨가리,서캐  
씨가올,시골  
씨갓,씨앗  
씨게,시계  
씨게미,서캐  
씨그럭,놋그릇  
씨까래,서까래  
씨끌,서까래  
씨끌밋,기스락  
씨끼지름,수수께끼  
씨눈,씨아  
씨노,시누이  
씨누부,시누이  
씨락갱죽,시래기죽  
씨락국,시래깃국  
씨락국죽,시래기죽  
씨락죽,시래기죽  
씨래이,시래기  
씨레이,시래기  
씨르가지,족제비  
씨르게,쓰레기  
씨무시,장다리무  
씨미,시어미  
씨방,시방  
씨부모,시부모  
씨비기,수렁  
씨사이,실없쟁이  
씨상이,실없쟁이  
씨숙,시숙  
씨식바리,시시덕이  
씨쌔젓,새우젓  
씨아마시,시어머니  
씨아바니,시아버지  
씨아바시,시아버지  
씨아바이,시아버지  
씨아배,시아버지  
씨아버님,시아버님  
씨아버지,시아버지  
씨아재,시아주비  
씨애비,시아비  
씨어마니,시어머니  
씨어마시,시어머니  
씨어마씨,시어머니  
씨어마이,시어머니  
씨어머니,시어머니  
씨어메,시어미  
씨어무이,시어머니  
씨엄,수염  
씨엄마,시어머니  
씨엄매,시어머니  
씨엄지,수염  
씨에미,시어미  
씨엠,수염  
씨염,수염
씨염지,수염  
씨옘,수염  
씨인중,여승  
씨쟁이,실없쟁이  
씨집,시집  
씨태,실없쟁이  
씩,살쾡이  
씩은밥,찬밥  
씬경,신경  
씬나물,민들레  
씬나이,씀바귀  
씬냉이,냉이  
씬냉이,민들레  
씬너물,냉이  
씬너물,씀바귀  
씬당,여승  
씬밥,찬밥  
씬중,여승  
씰가지,살쾡이  
씰개이,살쾡이  
씰개판,쓰레받기  
씰갱이,살쾡이  
씰괴이,살쾡이  
씰굉이,살쾡이  
씰깨이,살쾡이  
씸,수염  
씸냉이,냉이  
씸너물,씀바귀  
씸부람꾼,심부름꾼  
씸부룸꾼,심부름꾼   
씸지,심지  
씸지뽑기,제비뽑기  
씹거부지기,거웃  
씹떠럭,거웃  
씹은나물,씀바귀  
씹터러기,거웃  
씹터러이,거웃  
씹터레기,거웃  
씹터레이,거웃  
씹터리,거웃  
씹터리기,거웃  
씽개이,승냥이  
씽내이,승냥이  
씽냉이,승냥이  
씽얘이,승냥이  
씽엥이,승냥이  
씽예이,승냥이  
앀,삵    
아꾸찜,아귀찜  
아감지,아가미  
아개미,아가미  
아거배,아그배  
아검지,아가미   
아구래,아흐레  
아구탕,아귀매운탕  
아굼바데,아가미  
아굼지,아가미  
아금니,어금니  
아기야,아가씨  
아까징이,아까  
아냥,아양  
아달,아들  
아들개,오디  
아래깍단,아랫마을  
아라리이,아지랑이  
아래기,아랑주  
아래께,그저께  
아래땀,아래뜸  
아래시암,아랫수염  
아래시엄,아랫수염  
아랫눈쎂,아랫눈썹  
아랫셈,아랫수염  
아랫숨,아랫수염  
아랫심,아랫수염  
아랫심지,아랫수염  
아랫입소보리,아랫입술  
아랫입솔,아랫입술  
아랫입수구리,아랫입술  
아랫입스리,아랫입술  
아랫입스부리,아랫입술  
아레,아흐레  
아릿집,아랫집  
아리,그저께  
아리끼,그저께  
아림,아름  
아릿길,아랫길  
아릿동네,아랫동네  
아릿묵,아랫목  
아릿물,아랫물  
아릿방,아랫방  
아릿배,아랫배  
아제,작은아버지  
아마이,어머니  
아바,아버지  
아바시,아버지  
아바쌔,아버지
아바씨,아버지  
아부님,아버님  
아부이,아버지  
아붐,아비  
아붕이,아버지  
아세,애초  
아시,아우  
아시당초,애초  
아시등게,왕겨  
아시등기,왕겨  
아시딩기,왕겨  
아시매기,애벌매기  
아시빨래,애벌빨래  
아시서답,애벌빨래  
아웁,아욱  
아오레,아흐레  
아우,아욱  
아우지,손아귀  
아웃,아욱  
아위,아우  
아이노구,튀기  
아이노꾸,튀기  
아장가리,삭정이  
아재비,작은아버지  
아재씨,아저씨  
아잼,아저씨  
아저씨,시숙  
아적,아침  
아제씨,시동생  
아주깨,아주까리  
아주마이,아주머니  
아주만네,아주머니  
아주머이,아주머니  
아주문,아주머니  
아주바님,아주버님  
아주뱀,아주버니  
아주버이,아주버니  
아주카리,아주까리  
아줌매,아주머니  
아즈마이,아주머니  
아즈매,아주머니  
아즈매,형수  
아즈바시,아주버니  
아즉뿔새,아침노을  
아지,아재  
아지래기,아지랑이  
아지래미,아지랑이  
아지레기,아지랑이  
아지매,숙모  
아직밥,아침밥  
아지마씨,아주머니  
아지만네,아주머니  
아지뱀,아주버니  
아지베님,아주버님  
아지부이,아주버니  
아직답,아침때  
아직북살,아침노을  
아직북새,아침노을  
아직찔,아침나절  
아첨,아침  
아츰,아침  
아츰나절,아침나절  
아츰찔,아침나절  
아칙,아침  
아침절,정오  
아침북살,아침노을  
아침북새,아침노을  
아침뿔새,아침노을  
아쿠,아귀  
아쿠탕,아귀매운탕  
안개오줌,는개  
안개오짐,는개  
안겅,안경  
안겡,안경  
안방구숙,안방구석  
안빢,안팎  
안빢살림,안팎살림  
안빢일,안팎일  
안상주,안상제  
안자,인제  
안전멘도기,안전면도기  
안조카,조카딸  
안진뱅이,잠자리  
안질,안길  
안질가래,앉을깨  
안질개,안장  
앉은배이저울,앉은뱅이저울  
앉인배이,잠자리  
앉인배이,앉은뱅이  
앉일개,밑싣개  
알가리통,둥우리  
알가미,아가미  
알감지,아가미  
알개미,아가미  
알개이,알갱이  
알궁디이,알궁둥이  
알궁딩이,알궁둥이  
알까리,둥우리  
알땀,아랫마을  
알랑빵구,알랑방귀  
알랭이,알갱이  
알마,얼마  
알매,얼마  
알배이,알배기  
알배차,결구배추  
알빰,아람  
알빰,알밤  
알짜빼이,알짜배기  
알칭이,언청이  
알캐이,알갱이  
알키,알맹이  
알키,알갱이  
암게셍이,암고양이  
암강아지,암캉아지  
암개냉이,암고양이  
암개이,암고양이  
암거무,암거미  
암것,암컷  
암게네이,암고양이  
암고냉이,암고양이  
암고얭이,암고양이  
암구리,암구렁이  
암궹이,암고양이  
암까마구,암까마귀  
암깽이,암고양이  
암꺼,암컷  
암꿍,암꿩  
암끼,암게  
암닼,암탉  
암대지,암퇘지  
암돌짜구,암톨쩌귀  
암돌쪼구,암톨쩌귀  
암돌쭉,암톨쩌귀  
암딸,암탉  
암무이,무당  
암비덜기,암비둘기  
암삐게이,암평아리  
암세,암소   
암송안치,암송아지  
암죽가리,암죽가루  
암엥구,암고양이  
암중세,암쇠  
암탁,암탉  
암탘,암탉  
압삔,압핀  
앙가리,앙금  
앙게,왕겨  
앙고,고양이  
앙괭이,고양이  
앙구,고양이   
앙기,왕겨  
앙물,앙갚음  
앙문,앙갚음  
앙새,뜸부기  
앙장구,성게  
앙지,왕겨  
앙탈재이,앙탈쟁이  
앞가르매,앞가르마  
앞개림,앞가림  
앞골,이물  
앞바키,앞바퀴  
앞디짱구,앞뒤짱구  
앞딧문,앞뒷문  
앞딧일,앞뒷일  
앞딧집,앞뒷집  
앞머리뻬,앞머리뼈  
앞멘도,앞면도  
앞발통,앞바퀴  
앞장개,앞정강이  
앞장개이,앞정강이  
앞장갱이,앞정강이  
앞잽이질,앞잡이질  
앞정갱이,앞정강이  
앞젱개이,앞정강이  
앞주무이,앞주머니  
앞짱구디짱구,앞뒤짱구  
앞처마,앞치마  
참애,참외  
애가리,왜가리  
애감자,귤  
애국수,왜면  
애기단풍,아기단풍  
애기동지,아기동지  
애기름,석유  
애기집,아기집  
애까시나무,아까시나무  
애꼬,애꾸  
애낫,왜낫  
애넘,애놈  
애넘,왜놈  
애년,왜년  
애늠,왜놈  
애소주,왜소주  
애디이,애호박
애무리단지,애물단지  
애비리,일본쥐벼룩  
애살,샘  
애소곰,왜소금  
애기씨,아가씨  
애씨,아가씨
애앙구,고양이  
애옹이,야옹이  
애잠,첫잠  
앨라,아기  
애장,애간장  
애지렁,애간장  
애지미,겨  
애콩,완두콩  
애팔이,외팔이  
액짝,왼쪽  
앤겅,안경  
앤지손가락,새끼손가락  
앤지손까락,새끼손가락    
앤팔이,곰배팔이  
앵고,고양이  
앵고다리,안짱다리  
앵구,고양이  
앵금,해금  
앵이,진딧물  
앵지손가락,새끼손가락  
야꽝이,여우  
야꾕이,여우  
야단벅구통,야단법석  
야바이꾼,야바위꾼  
야바우꾼,야바위꾼  
야바이,야바위  
야불,이불
야불때기,이불때기  
야싯소리,메아리  
절룩발이,절름발이  
절룸배이,절름발이  
절문이,며느리   
젊은각시,새색시  
점구,점고  
점바지,점쟁이  
점방집,점방  
점배이,점박이  
점뱅이,점박이  
점빠치,점쟁이  
점섬,점심  
점섬때,점심때  
점시리밥,조밥  
점시리쌀,좁쌀  
점심답,점심때  
접눈질,곁눈질  
접동백,겹사돈  
접동새,두견  
접문,덧문  
접버선,겹버선  
접사돈,겹사돈  
접살,접사리  
접새기,접시  
접체,겹체  
접접,겹겹  
젓가치,젓가락  
정개,정주  
정구치,부추  
정기정,정거장  
정끼,경기  
정나,뒷간  
정난,뒷간  
정낭,뒷간  
정녁답,저녁때  
정다베,저녁때  
정답,저녁때  
정때,저녁때  
정슴,점심  
정심,점심  
정심때,점심때  
정울,저울  
정월,저울  
정찰벵,정찰병  
젖꼭다리,젖꼭지  
젖꼭대기,젖꼭지  
젖꼭대이,젖꼭지  
젖꼭따리,젖꼭지  
젖내이,씀바귀  
젖몽오리,젖멍울  
젖미기,젖먹이  
젙방,곁방  
젙방살이,곁방살이  
젙사돈,곁사돈  
제,젓가락  
제피,조피
제가치,젓가락  
제개,저자  
제그럼,간지럼  
제금,딴살림  
제까치,젓가락  
제란,계란  
제롱,절용  
제릅단,겨릅단  
제릅대이,겨릅대  
제리사리,다슬기  
제메떼이,매끼  
제매,계매  
제모래,글피  
제분,젓가락  
제붐,젓가락  
제비쌀,좁쌀  
제빗국,수제비  
제빵살이,곁방살이  
제실,볏  
제악,절약  
제앙님,조왕님  
제우답,제위답  
제잣거리,저잣거리  
제재,저자  
제제기,기지개  
제지개,기지개  
제집자석,계집자식  
제집질,계집질  
제치랑,겨드랑  
제트랑,겨드랑  
제트랑이,겨드랑이  
제트랭이,겨드랑이  
젝제구리,딱따구리  
문장,묵은장  
젯가락,젓가락  
젯가시,젓가락  
젯가치,젓가락  
젯방살이,곁방살이  
젱강이,정강이  
젱이,체  
조갈,자갈  
조갑지,조가비  
조고랭이,조롱박  
조구,조기  
조꼴레기,미더덕  
조래방매이,촐랑이  
조랑바가지,조롱박  
조래방망이,촐랑이   
조리개,담뱃대  
조리기,솔개  
조리연,가오리연  
조보,조부  
조모래기,조무래기  
조붐,졸음  
조비밥,조밥  
조신낫,조선낫  
조비쌀,좁쌀   
조선깽이,괭이  
조선장,조선간장  
조선종우,조선종이  
조선지릉,조선간장  
조신무시,조선무  
조시,조수  
조신간장,조선간장  
조앙,조왕  
조오,조기  
조우,종이  
조우떼기,종이쪽  
조우쪼가리,종이쪽  
조우쪼각,종이쪽  
조찹쌀,차좁쌀  
조카메누리,조카며느리  
조패,두부  
조피,두부  
조희,종이  
졸래방정,오두방정  
졸미,졸음  
졸벵,졸병  
종구쟁이,종구잡이  
좀시리,조  
종고랭이,종구라기  
종고레이,종구라기  
종골박,종구라기  
종구래기,종구라기  
종구랭이,조롱박  
종구레이,종구라기  
종구재이,종구잡이
종깃불,종짓불  
추석치리,추석치레
종쎄,암쇠  
종쎄암놈,암쇠  
종씨,암쇠  
종오,종이  
종우,종이  
종자,종짓불  
종자나락,종자벼  
종재,종자    
종지불,호롱불  
종지빼,무릎  
종지뻬,정강뼈  
종홀깨,벼훑이  
주개연,가오리연  
주개택,주걱턱  
주개턱,주걱턱  
주거럭살,주름살  
주매이,주머니  
주게가부리,가래상어  
주겍,주걱  
주구,주걱  
주국,주걱  
주기,주걱  
주끼미,주꾸미  
주데이,주둥이  
주도이,주둥이  
주동이,주둥이  
주두에,주둥이  
주뒤,주둥이  
주딩치,주둥이  
주럼사리,주름살  
주룸사리,주름살  
주무상,첫날밤에 신방에 넣어 주는 상  
주무치,주머니  
주머니멘겡,손거울  
주머잇거울,손거울  
주무니,주머니  
주묵,주먹  
주묵밥,주먹밥  
주묵배채,양배추  
주묵질,주먹질  
주묵치기,주먹치기  
주문치,주머니  
주문치기,주머니  
주므이,주머니  
주미이,주머니  
주밍이,주머니  
주우,중의  
주으,바지  
주줏돌,주춧돌  
주지껍디,껍데기  
주지껍디기,껍데기  
주지껍지,껍질  
주지껍질,껍질  
주진머리,주전부리  
주진버리,주전부리  
주진자,주전자  
주질껍지,껍질  
주질껍질,껍질  
주추,부싯깃  
주칫돌,주춧돌  
죽구일,죽세공  
죽담,지대  
죽석자리,대자리  
죽신,죽순  
죽은카지,삭정이  
준자,주전자  
줄구지,줄기  
중달,중닭  
줄대,줏대  
줄대바침,바지랑대  
줄대받침,바지랑대  
줄대불,횃대  
줄댓보,횃댓보  
줄딸,산딸기  
줄딸,줄딸기  
줄받침,바지랑대  
줄상어,줄철갑상어  
줄작대기,바지랑대  
줄작수,바지랑대  
줌치,주머니  
줌치끈,염낭끈  
중매장이,중매쟁이  
중바리,종지  
중벵,중병   
중붓님,중부  
중소안치,중송아지  
중우고말,바지춤  
중쎄,중쇠  
중쐬구녕,암쇠  
중쒜구녕,암쇠  
중쒸,중쇠  
중웃가래이,바짓가랑이  
중치,줄기  
중테기,중턱  
중테기,중고기  
중핵고,중학교  
중티이,중고기  
중팅이,중고기  
묫등,뫼  
무간심,무관심  
무아가,무화과  
무겁,먼지  
무겁활량,무겁한량  
무구리,무거리  
무궁아,무궁화  
무궁아나무,무궁화나무  
무금,먼지  
무눈,진눈깨비  
무니,문어  
무당깨구리,무당개구리  
무더이,무던히  
물꿩,아귀  
무디,무더기  
무디기무디기,무더기무더기  
무디이,무더기  
무딧값,덩칫값  
무랑대복,무량대복  
무래,오이  
무르팡,무릎  
무릅,무릎  
무멩지,무명지  
무명손가락,무명지  
무서리,물써레  
무서리질,물써레질  
무시다리,굵은 다리
무수마,사내아이  
무수오가리,무말랭이  
무수오구래기,무말랭이  
무수우거리,무말랭이  
무수이파리,무청  
무수입,무청  
무시랭이,무밥  
무수짐치,깍두기  
무시시래기,무시래기  
무시건채,무말랭이  
무시깍대이,무말랭이  
무시꽃,무꽃  
무시나물,무나물  
무심질,무심결  
무시메쩟,깍두기  
무시밥,무밥  
무시뿌리,무  
무시시,무씨  
무시씨,무씨  
무시왁다지,무말랭이  
무시우구리,무말랭이  
무시이파리,무청  
무시이포리,무청  
무시잎사구,무청  
무시전,무전  
무시지,무짠지  
무시짐치,깍두기  
무시짐치,무김치  
무시짱다리,장다리무  
무시짱아리,장다리무  
무시쪼가리,무쪽  
무시쪼가리짐치,깍두기  
무시쭐구리,무청  
무시채,무말랭이  
무시채나물,무나물  
무써리,무서리  
무아가나무,무화과나무  
무자새,무자위  
무작배기,우악스러운 사람
무작배이,막무가내인 사람  
무작배이,막무가내인 사람  
무젖,물젖  
무중우,잠방이  
무지기,무지개  
묵구재비,먹보  
묵구제비,먹보  
묵운쌀,묵은쌀  
묵운장,묵은장  
묵운논,묵정논  
묵운다리,바닥쇠  
묵운디이,바닥쇠  
묵운땅,묵은땅  
묵운밭,묵정밭  
묵운빚,묵은빚  
묵운빚,묵은빚  
묵운살,묵은쌀  
묵자판,먹자판  
묵장어,뱀장어  
묵훈땅,묵혀 둔 땅  
찌포,쥐포  
문구무,문구멍  
문구뭉,문구멍  
문둥벵,문둥병  
문디이,문둥이  
문딩이,문둥이  
문레,문리  
문쌀,묵은쌀  
문애,문어  
문에연,가오리연  
문조리,망둥이  
문조오,문종이  
문종오,문종이  
문종우,문종이  
문주방,문지방  
문지둥,문기둥  
문지반,문지방  
문쪼,문종이  
문쪼오,문종이  
문침,무침  
문칸방,문간방  
문터박,문지방  
문터방,문지방  
문투박,문지방  
물가,나룻가 
물가돌,자갈  
물가세,물가  
물가시,물가  
물게방애,물레방아  
물가재,물방개  
물겔,물결  
물갈키,물갈퀴  
물개욤나무,오리나무  
물거무,소금쟁이  
물고구매,물고구마  
물고동,다슬기  
물고매,물고구마  
물구덩,물웅덩이  
물구뎅,물웅덩이  
물구둥,다슬기  
물구디,물구덩이  
물구디기,물구덩이  
물구리,달래  
물구신,물귀신  
물국,고기 국물  
물국시,국수  
물그륵,물그릇  
물까마구,물까마귀  
물까지,물방개  
물꺼이,진딧물  
물꼿,무릇  
물꾸,무릇  
물논,무논  
물눌움밥,물눌은밥  
물리바아,물레방아  
물도,물동이  
물동에,물동이  
물도랑,봇도랑  
물도오,물동이  
물두레,용두레  
물두무,물두멍  
물렁게,무릇  
물렁뻬,물렁뼈  
물레바아,물레방아  
물리방아,물레방아  
물룻,무릇  
물룽게,무릇  
