dialect,standard
고기덩어리,고깃덩어리
고기뭉티,고깃덩어리
고기뭉티기,고깃덩어리
고기쭉지,지느러미
고깃국물,국물
고깨이,고쟁이
고내히,고양이
고녕,구멍
고노모레,그글피
고느,거위
고달빼이,고들빼기
빼재기,보따리
고담이얘기,옛날이야기
고데이,고등어
고뎅이,고등어
고도래방석,도래방석
고도레방석,짚방석
고도리,곰보
고도밥,고두밥
고돌빼기,고들빼기
고돌뻬,복사뼈
고동,다슬기
고동무치,고등어
고동세이,고둥
고동셍이,고둥
고동오,고등어
고되이,고둥
고랑태기,꼬랑이
고두밥,술밥
고두빼기,고들빼기
고랑태이,골탕
고둥우,고등어
꼬들빼이,고들빼기
고디,고등어
고디어,고등어
고디이,다슬기
고디이,고둥
고딩이,고둥
고라이,고라니
고랑,봇도랑
고랑가,냇가
고랑데기,꼬리
고랑이,고라니
고랑테,꼬리
고래구디기,수렁
고래이,개울
고래이,고라니
고랫구녕,방고래
고렴,고름
고록,꼴뚜기
고롬,고름
고리쇠,고로쇠
고리쇳물,고로쇠 물
고림,고름
고마리,마디
고마리,허리춤
잼피,초피나무 열매
제피,초피나무 열매
고만쿰,고만큼
고매,고구마
고매꾼,장물아비
고매뻬떼기,넓게 말린 고구마
고매엿,고구마엿
고머리,거머리
고모리,글피
고못신,고무신
고무리,고물
고무줄띠기,고무줄뛰기
고뭇신,고무신
고상,고생
고생바가치,고생바가지
고생주무이,고생주머니
고솜도치,고슴도치
고승,고봉
고시리,고사리
고암,고함
고앵이,고양이
고얌나무,고욤나무
고염나무,고욤나무
고오매,고구마
고올,고랑
고올,고물
고우매,고구마
고운소곰,가는소금
고이,고니
고이장,고추장
고자이,고쟁이
고장,고추장
고장주,고쟁이
고장중우,고쟁이
고재,고자
고조할매,고조할머니
고중사촌,고종사촌
고질벵,고질병
고집재이,고집쟁이
고쭘,고쯤
고치나비,누에나방
고치잠자리,고추잠자리
고치철기,고추잠자리
고침,고비
고칫가로,고춧가루
고패,글피
고페,글피
곡개이,곡괭이
곡겡이,재간꾼
곡숙,곡식
곡식베가리,낟가리
곡식비가리,낟가리
곤데,가운데
곤디,그네
곤리,권리
곤새비,곤쟁이
곤서풍,서북풍
곤석,권속
골개,하수구의 썩고 검은 흙
골갯구더기,수렁
골남초,골담초
골대비,골답
골룡,궐련
골매,골무
골모작,골목
골미,골무
골믹,골목
골백분,골백번
골벵,골병
골불매,골풀무
골빙,골병
골칫덩거리,골칫덩어리
골자리,돗자리
골째기,골짜기
골째이,골짜기
골착,골짝
골창,골짜기
골캉물,개울물
골케이,고리
골팽이,달팽이
곰도리,잠자리
곰매팔,곰배팔이
곰바리,곱상어
곰방중우,잠방이
곰배기,곰팡이
곰배기,곰보
곰부,곰보
곰부딸,산딸기
곰부딸,복분자
곰부리,잠자리
곰탁곰탁,군데군데
곰씰개,곰쓸개
곰테이,구덩이
곰팽이,곰팡이
곰패이,곰팡이
곰패이내,곰팡내
곰푸,곤포
곰피,곰팡이
곰피,곤포
곰피쌈,곤포쌈
곰핑이,곰팡이
곱사리,피라미
곱은때,고운때
곱지,곱치
곱패,글피
공굴,콘크리트
공개,팽이
공게,팽이
공겍,공격
공구래,고무래
공메리,공미리
공멩,공명
공벌게이,쥐며느리
공산,개상
공산대,개상
공산타작,개상질
공상,개상
공지,공기
공짓돌,공깃돌
공짓밥,공깃밥
공짜배이,공짜배기
공착,공책
과목숙구기,청어
과태기,과댁
과택,과댁
관지뻬,광대뼈
괄치,갈치
깔치,갈치
광마루,광대
광산타작,보리타작
광솔가지,관솔
야페,옆
야푼새미,박우물
약가,약과
약그륵,약그릇
약단지,약탕기
약당새기,약상자
약대,고마리
약대집,약대접
약봉다리,약봉지
약삐게이,약병아리
약사바리,약사발
약조마이,약주머니
얇닥몰,산비탈 마을
얌세,염소
얌셍이,염소
얌소,염소
얌쉬,염소
얌치,얌체
얍닥,산비탈
얏새,엿새
양가자,양과자
양검대,양귀비
양까자,양과자
양넘,양놈
양님간장,양념간장
양님감,양념감
양님거리,양념거리
양님장,양념장
양님지릉,양념간장
양대,양재기
양무시,당근
양밀가리,양밀가루
양반다리,양반다리
양반상어,귀상어
양복개주머니,호주머니
양복개주무니,호주머니
양복재이,양복장이
양산무시,조선무
양아부지,양아버지
양재기,귀상어
양재이,양재기
양지,양치질
양지기,양재기
양징이,귀상어
양처리,양철을 두드리는 것 같은 소리
양치소곰,양칫소금
양티이,창자
양판,양재기
양판,레코드판
양팽이,양푼
양푸이,양푼
양핑이,양푼
얖,옆
얖고리,옆구리
얖구리,옆구리
얖털,구레나룻
얘,오이
얘가리,왜가리
얘박,이야기
얘수,여우
얘시,여우
얲구리,옆구리
어구,아귀
어굿장,어깃장
어까레,닭의어리
어까리,어리
어너,는개
어느리,에누리
어늑,으름
어니,언니
어덕,언덕
어덕,둑
어덕살,땅거미
어덤,어둠
어덤살,어둠살
어덥사리,땅거미
어둑살,땅거미
어드룸,여드름
어둡사리,땅거미
어득살,땅거미
어떡,언덕
어래,얼레빗
어렁,어룽
어렁냥,어리광
어렁등,산등
어렁장,어리광
어레,얼레빗
어룬,어른
어르치이,언청이
어른아,아기
어른애,아기
어른애,어린애
어리강,어리광
어리나시,어리광
어리냥,어리광
어리칭이,언청이
어린아,아기
어링장,어리광
어마시,어머니
어먼,어머니
어멍,어머니
어멍,엄살
어멍이,어머니
어멩이,나비가오리
어무,어머니
어무냬,어머니
어버리,어바리
어부름,어울림
어부리,응어리
어부이,어버이
어북새,억새
어신풀,억새
어심빨,땅거미
어이,언니
어정잽이,어정잡이
어주리,멍청이
어주리떠주리,어중이떠중이
어주바리,어정잡이
어중개비,어정잡이
어중잽이,어정잡이
어지게,어저께
어지끼,어저께
어지름,석유
어징이,엄살
언가,언니
엉가,언니
억파니,억지꾼
억파이,억지꾼
어치,겉언치
억배,억병
억부,억보
억부소리,억보소리
억부재이,억보
억살,억지
억살재이,억지꾼
언구럭,엄살
언달래,철쭉
언구록,엄살
언구룩,엄살
언그룩,엄살
언더꾸,엉겅퀴
언덕질,언덕길
언둑,언덕
언둥치,줄기
언들빼기,고들빼기
언떡,언덕
언매,얼마
언시,원숭이
언시이,원숭이
언자,이제
언지,인제
얼가이,바보
얼가재비,얼간이
얼간재비,얼간이
얼강이,바보
얼거미,어레미
얼겡이빗,얼레빗
얼띠,얼뜨기
얼기,얼레빗
얼기미,얼레빗
얼기미빗,얼레빗
얼기비,얼레빗
에토리,외톨이
얼도,멍청이
얼뚝배기,얼금뱅이
얼뚠애기,얼뚱아기
얼라,어린애
뱀짱이,뱀장어
얼처구니,어처구니
얼털가지,얼거리
얼털거지,얼거리
엄겍,엄격
엄구럭재이,엄살쟁이
엄냐,어머니
엄니,어머니
엄살재이,엄살쟁이
엄띠,엉뚱한 사람
엄띵이,엉뚱한 사람
엉띠,엉뚱한 사람
엄매,어머니
엄머이,어머니
엄성,엄살
엄수,별수
엄찌손가락,엄지손가락
엄치손가락,엄지손가락
업디이,업둥이
업수건,머릿수건
엇질,어긋나게 나가는 행동
엉거럼,금
엉거리,낭떠러지
엉구,함정
엉걸,진저리
엉구룩,벼랑
엉그럼,금
엉그럼,틈
엉금찔,엉겁결
엉꿀,벼랑
엉더꾸,엉겅퀴
엉더막,언덕
에똘뱅이,외톨박이
엉득,언덕
엉디,엉덩이
엉딩이,엉덩이
엉머구리,참개구리
엉살,엄살
돈쪼마이,돈주머니
엉시,엉덩이
엉시리,산비탈
엉아,형
엉지,음지
엉척,엄살
엉쿠렁,함정
엉턱,언덕
엊그지,엊그제
에골목,외골목
엎구리,옆구리
에골수,외골수
에곬,외곬
에가,외가
에각,외곽
에간,외관
에갓집,외갓집
에고집,외고집
에고집재이,외고집쟁이
에고집쟁이,외고집쟁이
에구에,산기슭
에국,외국
에꽃,외꽃
에끼,어깨
에단,예단
에눈,애꾸
에동,외동아이
에눈봉사,애꾸
에동딸,외동딸
에동숭,여동생
에동아,외동아이
에동아들,외동아들
에동자석,외동자식
에톨백이,외톨박이
에린거,어린것
에린아,어린아이
에린아,아기
에말,외동
에톨이,외톨이
에물,예물
에미돼지,걸귀
에미젖,어미젖
에밭,외밭
에벌낭구,버드나무
에불낭구,버드나무
에비낭구,버드나무
에비당,예배당
에배당,예배당
에삼춘,외삼촌
에뿔나무,버드나무
에사촌,외사촌
에삼촌,외삼촌
에상,외상
에석,여식
에석아,여식
에손,외손
에손,외손
에손녀,외손녀
에솔녀,외손녀
에숙모,외숙모
에숙부,외숙부
에슥,여식
에시,외씨
에식,여식
에아제,외삼촌
에엔네,여편네
에영곤,외양간
에오리,잠자리
에옹기,고양이
에울,여울
에울살,여울
에웅이,고양이
엔지,엄지
에자,여자
에장지,예장지
에저네,예전
에전,예전
에톨,외톨
에통수,외통수
에팔,외팔
에팔이,외팔이
에편네,여편네
에폴이,외팔이
에핀네,여편네
에홀태,그네
에홅개,그네
엔기,연기
엔발,왼발
엔빰,왼뺨
엔새끼,왼새끼
엔손,왼손
돈내이,돈내기
엔손쪽,왼쪽
엔작잽이,왼손잡이
엔지,연지
엔지발,엄지발
엔지발가락,엄지발가락
엔지발틉,엄지발톱
엔지손,엄지손
엔지손가락,엄지손가락
엔지손틉,엄지손톱
엔짝손,왼손
엔쭉손,왼손
엔짝잽이,왼손잡이
엔쪽,왼쪽
엔쭉,왼쪽
엔쭉잽이,왼손잡이
엔펜,왼편
엘라,어린아이
엣날이바구,옛날이야기
엣네,옛날
엥고,고양이
엥구다리,굽은 다리
엥기손가락,새끼손가락
엥오리,잠자리
엥이,혼백상자
엪구리,옆구리
여간내이,여간내기
여끄리,엮음
여더러,여드레
여동숭,여동생
딧공,뒷공
여떼,옆
여래,열흘
여럭씨,삼씨
여렄,여럿
여물창고,여물간
여물칸,여물간
여불대기,옆댕이
여석아,계집아이
여세,엿새
여셍이,염소
연자,칼새
여슥,여식
여식아해,여식
여시,여우
여식애,여식
여쑤,여우
여을,열흘
여을날,열흘날
옌장,연장
여점,요즈음
여지검,요즈음
여펀네,여편네
여펴네,여편네
여항,경황
여호,여우
엮어리,엮음
연가새,버마재비
연가세,버마재비
연가시,버마재비
연애벵,연애병
연까세,버마재비
연달래,철쭉
연실,연설
연지뻬,광대뼈
연치,방아깨비
연포깔치,자반갈치
열무시,조선무
열합,홍합
염생이,염소
염셍이,염소
염쉬 : 염소
염시,염소
염줄,염주
염징,학질
엽치기,평삼치
엿세,엿새
엿쉐,엿새
엿재이,소금쟁이
엿쟁이,소금쟁이
영감탕구,영감탱이
영감탱구,영감탱이
옆불때기,옆댕이
영거랭이,연기
영까시,버마재비
돌복숭,돌복숭아
영꺼리,엮음
영끄리,엮음
영마리,용마름
옆고리,옆구리
옆구랑,옆구리
옆닥걸음,게걸음
예동생,여동생
예비당,예배당
예식,여식
예작,옛적
예펜네,여편네
돌복숭나무,돌복숭아나무
예핀네,여편네
옌네,여인네
도배재이,도배장이
옘빙,염병
옛날이박,옛날이야기
옛적이얘기,옛날이야기
오가리,왜가리
오가리,진딧물
오곰재이,오금
오곰쟁이,오금
오굼재이,오금
오금재기,오금
돈냉이,돌나물
오나락,올벼
오더막,오두막
오더락바람,회오리바람
돈덩거리,돈뭉치
오더막집,오두막집
오더매이,오두막
오도막,오두막
오도애,오징어
도바뱀,도마뱀
도방,도시
도방넘,도시남자
도배기꾼,장사치
도배기질,되질
도보래기,독
도복,도포
도부장사,도붓장수
도북,도포
도빠,토퍼
도삽,도섭
도삽재이,도섭쟁이
도삽쟁이,도섭쟁이
도아지,돼지
도아지,도화지
독새비,큰새우
도얘지,돼지
도오,동이
도오감,동이감
도우배얌,도마뱀
도우통,절구통
도자,불도저
도직,도적
도짜구,돌쩌귀
도쪼구,돌쩌귀
도치,도끼
도치,도치기
도치날,도끼날
도치새,딱따구리
도치자리,도낏자루
도치질,도끼질
도캐비,도깨비
도쿠,도끼
도털,도토리
도토마리,도투마리
도톨,도토리
도톨나무,도토리나무
도톨맹이,도토리
독내,술내
도톨배이,도토리
도톨뱅이,도토리
도트리,도토리
도하붓,화필
독다리,돌다리
독더리,돌덩어리
독뎅이,돌덩이
독딩이,돌덩이
독띠비,장독소래기
돌부체,돌부처
독메산,독메
독메이,돌멩이
독새눈,독사눈
독새눈까리,독사눈
독재갈,자갈
돈내이,돌나물
독패이,돌멩이
독페이,돌멩이
독펭이,돌멩이
독피,돌멩이
독핑이,돌멩이
돈구디이,돈이 가득 차 있는 구덩이
돈꾸러미,돈꿰미
돈비,광저기
돈따묵기,돈치기
돈뭉티기,돈뭉치
돈버짐,마른버짐
돈지네,돈벌레
돈벌개이,돈벌레
돈베락,돈벼락
돈부,동부
돈재이,돈이 아주 많은 사람
돈타작,돈지랄
돋베이,돋보기
돋봬기,돋보기
돋음돌,디딤돌
돌가지나물,도라지나물
돌각,자연산 미역
돌게셍이,도둑고양이
돌겍,돌격
돌구,확
돌기,도둑고양이
돌까리,시멘트
돌깍재이,불깍쟁이
돌깨바람,돌개바람
돌년,버릇없는 여자
돌꼬리,중고기
돌꿀밤,도토리
돌너더랑,돌너덜
돌넘,돌놈
딧손질,뒷손질
돌담부락,돌담불
돌담부랑,돌담불
돌데,돌덩이
돌데미,돌 더미
돌도구통,돌절구
돌도다리,강도다리
딧손질,뒷손질
돌딩이,돌덩이
돌뜸거리,돌멩이
돌띠이,돌덩이
돌띠저구리,돌띠저고리
돌띵이,돌덩이
돌림벵,돌림병
돌림뺑이,돌림
돌메이질,돌멩이질
돌밀,귀리
돌몽싱이,돌멩이
돌무디,돌무더기
돌무디기,돌무더기
돌무지,돌무더기
돌무징이,돌무더기
돌베락,돌벼락
돌뭉시,돌멩이
돌뭉싱이,돌멩이
돌베루,돌벼루
땡때이중,땡땡이중
돌베룩좀,돌베룩좀
돌배,똘배
돌배시,돌멩이
돌비,돌멩이
돌빡,돌덩이
돌빰,작은 밤
돌뻬이,돌멩이
돌삐,돌멩이
돌삥,돌멩이
돌세,돌
돌소곰,돌소금
돌손,이끼
돌시,돌
돌오시,이끼
돌재갈,자갈
돌쟁이,돌장이
돌짐,돌김
돌쪼구,돌쩌귀
돌쪼시,돌장이
돌쪽,돌쩌귀
돌쭈구,돌쩌귀
돌쭈기,돌쩌귀
돌쭉쉬,돌쩌귀
돌찌개,돌쩌귀
돌찌기,돌쩌귀
돌캉,도랑
돌콩,작지만 야무진 사람
돌판꾸이,돌판구이
돌패이,돌멩이
돌페이,돌멩이
돌퐅,돌팥
돌풀씨,토끼풀
돌피,돌멩이
돌핑이,돌멩이
돔바리,돔발상어
돔박,목침
돔방중우,잠방이
돔배기,도막
돔배미,도마뱀
돔배이,도막
돔봉,웅덩이
돔부,동부
돗,돛
동가리,동강
동가리,목말
동가리갈치,동갈치
동가리중우,잠방이
동가심,앙가슴
동갈중우,잠방이
동갑동생,나이 같지만 생일 늦은 사람
동갑세이,나이 같지만 생일 이른 사람
동겍,동격
동구래미,동그라미
동구이,잠자리
동구치,피라미
동굴배이,동그라미
동굴짝,광주리
동굴짝,궤짝
동궁이,잠자리
동글뱅이,동그라미
동나치,동냥아치
동낭아치,동냥아치
동냥거리,외상 술값 갚고 얻어먹는 술
동냥자리,동냥자루
동냥재이,동냥아치
동네우사,동네 비웃음
동네혼사,동네 혼인
동다리,삭정이
동달,삭정이
동대,삭정이
동대,동배
동도깨비,소꿉질
동도레,굴렁쇠
동두깨미,소꿉질
동두깨비,소꿉질
동모찌,금강모치
동바리,달팽이
동비,동부
동사아댁,올케
동성,동생
동세,뒷간
동숭,동생
동시,동서
동시루,옹달시루
동싱,동생
동아뱅이,도마뱀
두굿대질,절구질
동양거리,외상 술값 갚고 얻어먹는 술
동양재이,동냥아치
동양쟁이,동냥아치
동오리,둥우리
동우,동이
동우배얌,도마뱀
동우뱀,도마뱀
동작대이,자치기
동제때,끼니때
동지퐅죽,동지죽
동진,동정
동쪽북새,아침노을
동쭉,동쪽
딧공론,뒷공론
동창헤,동창회
동토,동티
동토레,굴렁쇠
동토리,다슬기
동트레,굴렁쇠
돜,돌
돝게기,돼지고기
돼지마구,돼지우리
되가옷,되가웃
되끼,도끼
딧담,뒷담
되럼,도련님
되리,도리기
되배기,되
되배이,되
되비,도배
딧받침,뒷받침
되치미,퇴침
된내,단내
된봉오리,산마루
됨박,뒤웅박
두갑실,이겹실
두건새,두견새
두검,두엄
두겁실,이겹실
두깔,땅꽈리
딧발,뒷발
두꼽빼기,곱빼기
두꾸,두께
두꾸마리,도꼬마리
두꾸마리,구럭
두데기,누더기
두꿉기,두께
두끼,두께
두네,두뇌
딧발굽,뒷발굽
두덕,두둑
두덕,더덕
드득,더덕
두데기,자루
두동사이,두동사니
딧발차기,뒷발차기
두데레기,두드러기
두데리기,두드러기
두데지,두더지
두동제비,두동무니
두두리,두드러기
두드리기,두드러기
두둑옷,누더기
두뒤기,두드러기
두드리,두드러기
두등,밭두둑
두디,누더기
두디기,누더기
두디기,자루
두디리,두드러기
두디이,누더기
두디이,포대기
두디지,두더지
두럽,두렁
두렁,두름
두레새미,공용 우물
두레쌈,두레길쌈
두레판,두리반
두루가리,가리
두루미,두름
두루박,두레박
두루상어,청새리상어
두루새미,공용 우물
두룸,두렁
딧방살이,뒷방살이
두룸,두름
두룸길,두렁길
두룸박,두레박
두즘바리,두동무니
두룸박새미,두레우물
두룽,두렁
두룽박,뒤웅박
벨인물,별인물
두르막,두루마기
두르매기,두루마기
두르미,두름
두름,두둑
두리,두레
두리깨,들깨
두리매기,두루마기
두리매이,도포
두리미,두름
두리미,두루미
두리박,두레박
두리삼,두레삼
두리새미,공용 우물
두리지름,들기름
두리치기,두루치기
두말치,두 말 정도의 곡식이 드는 솥
디뚱발이,뒤뚱발이
두발소시랑,두 개의 발이 달린 쇠스랑
두분죽음,두벌죽음
두불걸음,두벌일
두불논,두벌논
두불등게,등겨
두불등기,등겨
두불딩기,등겨
두불매기,두벌매기
두불잠,두벌잠
두불치,두벌논
두어리,어리
두엉벌,뒤영벌
두장빼이,섰다
두움밧,외양간
두움밭,외양간
두이,뒤
두이리,두이레
두이지기,두더지
두쥐,뒤주
두지,뒤주
두짐사리,두동사니
두지기,포대기
두짐,두동
두짐사이,두동사니
두체손가락,집게손가락
두터불,나이 차이가 두 살인 형제
두테비,두꺼비
두테비상어,수염상어
두투,두께
둑시리,독수리
둔방,웅덩이
둔벙,늪
딧배,다음번에 오는 배
둘러리,들러리
둘레판,두리반
둘째달,첫닭이 운 다음에 우는 닭
둘채,둘째
둠벙,웅덩이
둠봉,웅덩이
둠부,웅덩이
둠북,웅덩이
둥거리,그루터기
둥구리,줄기
둥구매기,둥구미
둥구지,등걸
둥굴무시,조선무
둥그리,등걸
딧수발,뒷수발
둥덩,웅덩이
둥둥팔얼,동동팔월
둥벙,웅덩이
둥어리,둥우리
둥저리,광주리
둥제리,둥우리
둥주리,둥우리
둥지리,둥주리
둥천,둑
둥츤,밭두둑
둥치,줄기
딧수습,뒷수습
뒈지마구,돼지우리
뒈지우리,돼지우리
뒤꼬마리,뒤꿈치
뒤꼭대이,꼭뒤
뒤꼭대이,뒤통수
뒤꼭지,꼭뒤
뒤꼴,꼭지
뒤벵이,뚜껑
뒤모가지,목덜미
뒤안,뒤꼍
뒤안간,뒷간
뒤장,토장
뒤지,뒤주
뒤지,두더지
뒤지기,두더지
뒤지이,두더지
뒤징이,두더지
딧배,뒤쪽에 잇따라 오거나 뒤에 있는 배
뒤털미,뒷덜미
뒤통씨,뒤통수
뒷구녕,뒷구멍
뒷마리,툇마루
뒷목아지,뒷덜미
뒷목줄기,뒷덜미
딧이약,뒷이야기
뒷잔등,등
드들방아,디딜방아
드르깨지름,들기름
드럼박,두레박
딧자리,뒷자리
드레꽃,목화
드레바끼,두레박
드레박,두레박
드루박,두레박
드르깨,들깨
들깨이파리,들깻잎
드리,다래끼
드리박,두레박
드리지름,들기름
드무,드므
드오리,등
드움부,웅덩이
드웅더리,등
득남잔치,생남례
들국하,들국화
들도다리,강도다리
들땅사이,들당산
들물,밀물
들정울,들저울
들정월,들저울
정구지,부추
주이소,주세요
들지름,들기름
