dialect,standard
껍벅껍벅하다,끔벅끔벅하다
껑껑거리다,낑낑거리다
껑끄다,꺾다
껗다,꺾다
께다,꾸다
께떯다,꿰뚫다
께라다,열다
께라지다,열리다
께루다,열다
께루다,풀다
께루다,끄르다
께이다,꼬이다
께리다,끌러지다
께벵하다,꾀병하다
께시레하다,고수레하다
께씹다,곱씹다
께우다,게우다
께작거리다,께적거리다
께작께작하다,께적께적하다
께작대다,께적대다
께작이다,께적이다
께피우다,꾀피우다
꼬게다,고기다
꼬깝아하다,고까워하다
꼬꾸리다,꾸부리다
꼬나다,겨냥하다
꼬내다,겨누다
꼬누다,겨누다
꼬다,꾀다
꼬두러지다,꼬꾸라지다
꼬라다,겨냥하다
꼬랑꼬랑하다,고롱고롱하다
꼬루다,꼬느다
꼬랑대기잡기하다,꼬리잡기하다
꼬로록거리다,꼬르륵거리다
꼬로록꼬로록하다,꼬르륵꼬르륵하다
꼬로록대다,꼬르륵대다
꼬록꼬록하다,꼬르륵꼬르륵하다
꼬부덱거리다,꾸물거리다
꼬잡히다,꼬집히다
꼬시레하다,고수레하다
꼬실다,그슬다
꼬실다,꼬이다
꼬아내다,꾀어내다
꼬아넘구다,꾀어넘기다
꼬우다,꼬이다
꼬잡다,꼬집다
꼴시다,노려보다
꼴시보다,째려보다
쌂기다,삶기다
꼻다,돈을잃다
꼻치다,잃다
꼼재이다,꼼작이다
꼼잭이다,꼼작이다
꼼치다,꿍치다
꼽셈하다,곱셈하다
꼽씹다,곱씹다
꼽치다,접질리다
꼽하기하다,곱하기하다
꼽하다,곱하다
꽁닥거리다,까부르다
꽁치다,넘어뜨리다
끄끼가다,끌려가다
낚수질하다,낚시질하다
꽃페다,꽃피다
꾸게다,구기다
꾸개지다,구겨지다
꾸게꾸게하다,꾸깃꾸깃하다
꾸구다,구기다
꾸께지다,구겨지다
꾸꾸리다,꾸부리다
꾸루룩거리다,꾸르륵거리다
꾸루룩꾸루룩하다,꾸르륵꾸르륵하다
꾸루룩대다,꾸르륵대다
꾸루룩하다,꾸르륵하다
꾸리다,꿇다
꾸리앉다,꿇어앉다
꾸매다,꿰매다
꾸물떡기리다,꿈틀거리다
꾸물떡꾸물떡하다,꿈틀꿈틀하다
꾸무락거리다,꾸무럭거리다
꾸무락대다,꾸무럭대다
꾸무적꾸무적하다,꿈적꿈적하다
꾸무직이다,꿈적이다
꾸버지다,구겨지다
꾸부지다,구겨지다
꾸불시다,꾸부러뜨리다
꾸불어지다,넘어지다
꾸이다,꿰다
꾸이다,뀌다
꾸중키리다,휘정거리다
꾹지기지다,구겨지다
꾹지다,구기다
꾹직이다,구기다
꿀따,꿇다
꿀룽거리다,꿀렁거리다
꿀룽대다,꿀렁대다
꿀룽이다,꿀렁이다
꿀룽하다,꿀렁하다
꿂다,굶다
꿈지거리다,꿈적거리다
꿉치다,꼽치다
꿉히다,굽히다
꿋다,굽다
꿍치라지다,구겨지다
꿍치르다,구기다
꿍치리다,구기다
꿰이말타다,호미씻이하다
끄끼다,끌리다
뀌매다,꿰매다
끄끼오다,끌려오다
끄니다,끄르다
끄네다,끄르다
끄네지다,끌러지다
끄누다,끄르다
끄대다,끌어대다
끄댕기다,끌어당기다
끄딜이다,끌어들이다
끄레다,끄르다
끄레지다,끌러지다
끄리다,끄르다
끄시가다,끌려가다
끄시다,끌다
끄시오다,끌려오다
끄실다,그슬다
끄실리다,그을리다
끄치다,그치다
끅다,긁다
끈질다,긁다
끈질다,분지르다
끌리다,끓이다
끌리오다,끌려오다
끍어내루다,긁어내리다
끍어놓다,긁어놓다
끌리가다,끌려가다
끌박다,그루박다
끌어내루다,끌어내리다
끌어딜이다,끌어들이다
끌어땡기다,끌어당기다
끌어옇다,끌어넣다
끌이내다,끌어내다
악디받다,악을 쓰고 달려들다
끍어내다,긁어내다
끍어묵다,긁어먹다
끓다,긁다
끗다,끌다
끟다,긋다
끼다,꿰이다
끼들다,끼어들다
끼라다,열다
끼라다,끄르다
끼라지다,끌러지다
끼레다,끄르다
끼레이다,끌러지다
끼루다,끄르다
끼맞추다,꿰맞추다
끼메다,꾸미다
끼미다,꾸미다
끼불다,기울다
끼신다,꿰신다
끼안다,껴안다
끼입다,껴입다
끼입히다,껴입히다
끼차다,꿰차다
낀구다,끼우다
낄리지다,끌러지다
낑기들다,끼어들다
나나다,나누다
나나떨어지다,나누어 떨어지다
나대이다,나다니다
나도다,놓아두다
나돌아댕기다,나다니다
나뚜다,놓아두다
나뚜다,두다
나러다,나르다
나무래다,나무라다
나믹이다,놓아먹이다
나비다,누비다
나사지다,나아지다
나수다,낫게하다
나주다,놔주다
낙로하다,낙루하다
날띠다,날뛰다
날고띠다,날고뛰다
날라돌다,날아돌다
날라들다,날아들다
날러가다,날아가다
날류다,날리다
날리씨다,갈겨쓰다
날치다,갈기다
날치씨다,갈겨쓰다
남가다,남기다
남우사하다,남우세하다
납띠다,날뛰다
낳다,놓다
낳아믹이다,놓아먹이다
낳아주다,놓아주다
내네하다,내로라하다
내다바보다,내다보다
내다바앉다,내앉다
내다바앉히다,내앉히다
내두리다,내두르다
내띠다,날뛰다
내라오다,내려오다
내루다,내리다
내리다보다,내려다보다
내리다비다,내려다보이다
내리디디다,내려디디다
내리딛다,내려딛다
내리서다,내려서다
내리쓰다,내려쓰다
내리앉다,내려앉다
내리지다,내려지다
내리쫓다,내려쫓다
내묵다,내먹다
내바다앉다,나앉다
내봉치다,내팽개치다
내오하다,내외하다
내비다,내버리다
내비리다,내버리다
내빌다,내버리다
내빠라두다,놓아두다
내뻐리다,내버리다
내삐치다,내비치다
내삘다,내버리다
내섬기다,내셍기다
내수다,내쉬다
내시다,내키다
내시다,내쉬다
내시다,내키다
내시앉다,나앉다
내씨다,내키다
내앉추다,내앉히다
내품다,내뿜다
내품하다,내색하다
낸네하다,내로라하다
낸체하다,내로라하다
냄기다,남기다
넉동가다,윷놀이에서 마지막 말이 윷판에서 출발하다
넉동마기가다,윷놀이에서 마지막 말이 윷판에서 출발하다
넉동사이,넉동사니
넉동체가다,윷놀이에서 마지막 말이 윷판에서 출발하다
넉삼지이다,부끄러운 기색이 없이 비위 좋게 행동하다
널띠다,널뛰다
널쭈다,떨어뜨리다
널쿠다,넓히다
널키다,넓히다
넓후다,넓히다
넘가받다,넘겨받다
넘가주다,넘겨주다
넘가트리다,넘어뜨리다
넘가티리다,넘어뜨리다
넘거띠리다,넘어뜨리다
넘거티리다,넘어뜨리다
넘구다,넘기다
넘구다,넘어뜨리다
넘구치다,넘겨짚다
넘모르다,남모르다
넘세하다,남우세하다
넘우사하다,남우세하다
넘우집살다,남의집살다
넘우집살이하다,남의집살이하다
넘쿠티리다,넘어뜨리다
넝가다,넘기다
넝가다,넘기다
네리다보다,내려다보다
넬비다보다,내려다보다
넹구다,넘기다
넾이다,높이다
노고라지다,지쳐서 쓰러지다
노낳다,아무런 깔개나 괴는 것 없이 물건을 땅바닥에 그대로 놓다
노놓다,아무런 깔개나 괴는 것 없이 물건을 땅바닥에 그대로 놓다
노누다,나누다
노라지다,노래지다
노랭이짓하다,노랑이짓하다
노리보다,노려보다
노오다,나오다
노카다,녹이다
노쿠다,녹이다
녹쿠다,녹이다
녹훟다,녹이다
논따리지기다,땡땡이치다
놀라쿠다,놀래다
놀류다,놀리다
놀아묵다,놀아먹다
농가르다,나누다
농그다,나누다
신끼다,신기다
실빼다,실켜다
실씨다,실켜다
심딜이다,힘들이다
심카다,숨기다
심쿠다,숨기다
심키다,숨기다
싱쿠다,숨기다
싳다,시치다
싸돌아대이다,싸돌아다니다
쌀내다,쌀팔다
쌀폴다,쌀팔다
쌂끼다,삶기다
쌂키다,삶기다
쌍글다,썰다
쌔빌리다,쌓이다
쌔삐리다,쌓이다
쌔삘리다,쌓이다
쌔아다,우기다
쌔에다,쏘이다
쌔우다,우기다
쌔이다,싸이다
쌔키다,속이다
쌞기다,삶기다
써거렁거리다,썰렁거리다
써다,켜다
써다,켜다
써리다,썰다
써이다,켜이다
써이리다,썰다
썩우다,썩이다
썩쿠다,썩히다
썩후다,썩히다
썽내다,성내다
쎄다,쏘이다
쎄다,쇠다
쎅이다,속이다
쎅히다,속이다
쑤구리다,수그리다
쏘세이다니다,나다니다
쏘싸이다니다,쏘다니다
쏘싹거리다,속삭거리다
쏘쎄이다니다,나다니다
쏘쿠다,속이다
쏙다,속다
쏙하다,속이다
쐑이다,속이다
쑥이다,숙이다
쒸다,쓰다
안데다,안되다
씨기다,시키다
씨다,강하다
씨달키다,시달리다
씨벌이다,씨불이다
씨불다,시부렁거리다
씨시다,훔치다
씨실다,쉬슬다
알라지다,이지러지다
씨이다,쐬다
씩다,씻다
씪다,씻다
씰다,훔치다
씰다,슬다
아둠기다,안기다
아듬기다,안기다
아듬다,안다
아듬키다,안기다
아부시다,앞세우다
아시보다,동생이 생기다
아씩하다,꼼짝하다
안타갑아하다,안타까워하다
안차다,앉히다
안체다,안치다
안추다,앉히다
알가내다,알겨내다
알강달강하다,왈강달강하다
알개다,꾀다
알게내다,알겨내다
알게묵다,알겨먹다
알로보다,깔보다
알루다,알리다
알류다,알리다
알리지다,알려지다
알씰다,쉬슬다
알아지다,알려지다
알아채리다,알아차리다
암기다,안기다
암다,안다
앗아주다,건네주다
앙물하다,앙갚음하다
앙문하다,앙갚음하다
앙살지기다,앙살하다
앙주버리다,앙앙거리다
앙탈지기다,앙탈하다
앞잽이질하다,앞잡이질하다
애달구다,애태우다
애다,외다
애달쿠다,애태우다
애뎅기다,어울리다
애뎅기다,안기다
애딩기다,어울리다
애딩기다,붙잡히다
애등기다,안기다
애딩기다,안기다
애등기다,어울리다
애등기다,붙잡히다
애등기다,닥치다
애삐리다,내버리다
애우다,외다
애터주다,애태우다
앤기다,안기다
야루다,어르다
야꼬죽다,기죽다
야사다,야수다
야수다,엿보다
조주다,조지다
점상하다,겸상하다
접치다,겹치다
정구치다,끼니를 때우다
만헤하다,만회하다
정딜이다,정들이다
제그르다,간질이다
제기다,따르다
제끼지다,젖혀지다
제더라지다,한쪽으로 넘어가다
제라다,절이다
제롱하다,절용하다
제악하다,절약하다
제지리다,저지르다
젲히다,젖히다
조불다,졸다
조우다,조르다
물리내다,물어내다
졸리다,조이다
졸우다,줄이다
졸우다,졸이다
졸이다,줄이다
주내다,발라내다
주라다,줄이다
주루다,줄이다
주와내다,가려내다
주와내다,발라내다
주지넘다,주제넘다
주지앉다,주저앉다
주지하다,주저하다
주차다,들고차다
무나다,무느다
무나띠리다,무너뜨리다
무덮어놓다,덮어놓다
무루다,무르다
무치다,묶이다
묵고살다,먹고살다
묵히다,먹히다
문때다,문지르다
문질다,문지르다
문질다,무지르다
문태다,문지르다
문치다,묻히다
묻다,비가 오려고 구름이 끼다
물딜이다,물들이다
물떼다,물어뜯다
물띠다,물어뜯다
물랴내다,물어내다
물리받다,물려받다
물류다,물리다
물리주다,물려주다
물묵다,물먹다
물미하다,멀미하다
물시다,물켜다
물씨다,물켜다
물쿠다,묵히다
뭉까지다,묶이다
뭉꾸다,묶다
뭉끼다,묶이다
뭉뚱구리다,뭉뚱그리다
뭉케다,뭉개다
뭉쿠다,묶다
뭉크다,묶다
뭉키다,묶이다
미끌리다,미끄러지다
미르다,밀다
미러꾸다,나무라다
미럭미럭하다,미루적미루적하다
미승거리다,메슥거리다
미승대다,메슥대다
미승미승하다,메슥메슥하다
미식대다,메슥대다
미싱거리다,메슥거리다
미싱기리다,메슥거리다
미싱대다,메슥대다
미싱미싱하다,메슥메슥하다
미이다,먹이다
미터지다,미어터지다
미털다,밀치다
미트다,밀치다
믹히들다,먹혀들다
믹히들다,먹혀들다
밀내다,밀어내다
밀리가다,밀려가다
애등기다,붙잡히다
애등기다,닥치다
애딩기다,안기다
애딩기다,닥치다
애삐리다,내버리다
애우다,외다
애터주다,애태우다
앤기다,안기다
야루다,어르다
야꼬죽다,기죽다
야사다,야수다
야수다,엿보다
조주다,조지다
점상하다,겸상하다
접치다,겹치다
정구치다,끼니를 때우다
만헤하다,만회하다
정딜이다,정들이다
제그르다,간질이다
제기다,따르다
제끼지다,젖혀지다
제더라지다,한쪽으로 넘어가다
제라다,절이다
제롱하다,절용하다
제악하다,절약하다
제지리다,저지르다
젲히다,젖히다
조불다,졸다
조우다,조르다
물리내다,물어내다
졸리다,조이다
졸우다,줄이다
졸우다,졸이다
졸이다,줄이다
주내다,발라내다
주라다,줄이다
주루다,줄이다
주와내다,가려내다
주와내다,발라내다
주지넘다,주제넘다
주지앉다,주저앉다
주지하다,주저하다
주차다,들고차다
무나다,무느다
무나띠리다,무너뜨리다
무덮어놓다,덮어놓다
무루다,무르다
무치다,묶이다
묵고살다,먹고살다
묵히다,먹히다
문때다,문지르다
문질다,문지르다
문질다,무지르다
문태다,문지르다
문치다,묻히다
물딜이다,물들이다
물떼다,물어뜯다
물띠다,물어뜯다
물랴내다,물어내다
물리받다,물려받다
물류다,물리다
물리주다,물려주다
물묵다,물먹다
물미하다,멀미하다
물써다,물켜다
물세하다,없던 일으로 간주하다
물시다,물켜다
물씨다,물켜다
물쿠다,묵히다
뭉까지다,묶이다
뭉꾸다,묶다
뭉끼다,묶이다
뭉뚱구리다,뭉뚱그리다
뭉케다,뭉개다
뭉쿠다,묶다
뭉크다,묶다
뭉키다,묶이다
미끌리다,미끄러지다
미르다,밀다
미러꾸다,나무라다
미럭미럭하다,미루적미루적하다
미승거리다,메슥거리다
미승대다,메슥대다
미승미승하다,메슥메슥하다
미식대다,메슥대다
미싱거리다,메슥거리다
미싱기리다,메슥거리다
미싱대다,메슥대다
미싱미싱하다,메슥메슥하다
미이다,먹이다
미터지다,미어터지다
미털다,밀치다
미트다,밀치다
믹히들다,먹혀들다
믹히들다,먹혀들다
밀내다,밀어내다
밀리가다,밀려가다
밀리나다,밀려나다
밀리대이다,밀려다니다
밀리댕기다,밀려다니다
밀리들다,밀려들다
밀리오다,밀려오다
밀치놓다,밀쳐놓다
밉비다,밉보이다
밉상지기다,미움받을 언행을 하다
바꽈다,바꾸다
바둥기리다,바둥거리다
바라비다,바라보이다
바리다,바르다
바리보다,바라보다
바주다,봐주다
바치다,괴다
바트다,뱉다
반타다,반분하다
반투다,반분하다
받아넘구다,받아넘기다
받아들류다,받아들이다
받아묵다,받아먹다
발가지다,발개지다
발강지다,발광하다
발강하다,발광하다
발룸발룸하다,발름발름하다
발류다,바루다
발시다,발기다
밝기하다,밝히다
밝히내다,밝혀내다
방매이질하다,방망이질하다
밥티정하다,밥투정하다
방매이찜질하다,방망이찜질하다
방가추다,괴다
방구다,괴다
방맹이질하다,방망이질하다
방맹이찜질하다,방망이찜질하다
방분하다,방불하다
밭다,뱉다
쳉기다,켕기다
체다,꾸다
체다보다,쳐다보다
체라보다,쳐다보다
체이다,괴다
체주다,꾸어 주다
쳐다비다,쳐다보이다
초다딤이질하다,초다듬이질하다
초다딤이하다,초다듬이하다
촉잡다,책잡다
촉잡히다,책잡히다
추겍하다,추격하다
추구리다,추기다
추스리다,추스르다
추주다,적시다
추자다,적시다
축사다,축이다
췌주다,뀌어주다
취애주다,뀌어주다
췩이다,축이다
치끼다,치키다
치끼뜨다,치켜뜨다
치끼세우다,치켜세우다
치끼올리다,추켜올리다
치다바보다,우러러보다
치라보다,쳐다보다
치아다,치우다
치아다보다,쳐다보다
치우다,벼리다
치치다보다,올려다보다
치해다,취하다
칭구다,치다
칭기다,치이다
캬다,키우다
컬카주다,가르치다
케다,켜다
케아다,키우다
큰지침하다,큰기침하다
키아다,키우다
타다,옮다
타시하다,탓하다
탁근하다,착근하다
탁해다,닮다
마카다,막다
마른서리질하다,마른써레질하다
마리다,마르다
마리다,말리다
마시하다,마수하다
마우다,망치다
마음묵다,마음먹다
막실하다,그만두다
마지미하다,마중하다
막두다,맞두다
막묵다,맞먹다
막물다,맞물다
막물리다,맞물리다
막바꾸다,맞바꾸다
막살낳다,그만두다
막살하다,그만두다
만종기리다,머뭇거리다
만치하다,만취하다
만헤데다,만회되다
많애지다,많아지다
말가지다,말개지다
말기다,말리다
말기다,말리다
말라삐뜰어지다,말라비틀어지다
말리들다,말려들다
말루다,말리다
말루다,말리다
말류다,말리다
말삼질하다,말싸움질하다
말삼하다,말싸움하다
말아묵다,말아먹다
말치리하다,말치레하다
망시놓다,만도리하다
망우다,망치다
망후다,망치다
맞전주다,맞견주다
맞절리다,맞결리다
맞추다,맞히다
맞추다,맡다
매매하다,맴매하다
맥히다,얹히다
맵아하다,매워하다
맹갈다,만들다
맹걸다,만들다
맹구르다,만들다
머드리다,논이나밭에묘종이나씨앗을다시심거나더뿌리다
머라쿠다,나무라다
머러카다,나무라다
머러커다,나무라다
머러쿠다,나무라다
머루쿠다,나무라다
머물거리다,머뭇거리다
머하다,무엇하다
멀거지다,멀게지다
멀카다,꾸짖다
멀쿠다,나무라다
멈차다,멈추다
메끄다,메꾸다
메라쿠다,나무라다
메아다,메우다
메어지다,헤어지다
메이다,괴다
메이다,괴다
메치다,메다
메키다,메다
메카다,메우다
메쿠다,메우다
멕기칠하다,도금칠하다
멕살잽이하다,멱살잡이하다
멕이치다,먹여치다
멘도질하다,면도질하다
멘헤하다,면회하다
멩백하다,명백하다
멩시박히다,명씨박이다
멩중대다,명중되다
멩중하다,명중하다
모다다,모으다
모라꾸다,나무라다
모로다,말리다
모루다,마르다
모르다,말리다
모리다,마르다
모숨구다,모심다
모아시다,몰아쉬다
모아오다,몰아오다
모아주다,몰아주다
모치다,메다
모키다,메다
모하다,못하다
목따다,멱따다
목말치다,목물하다
목맥히다,목메다
목시다,목쉬다
몬살다,못살다
몬생기다,못생기다
몬시다,못쓰다
몬쓰다,못쓰다
몬씨다,못쓰다
몬지다,만지다
몬치다,만지다
몬하다,못하다
몰다,말다
몰다,마르다
몰다,말다
몰라다,말리다
몰라다,말리다
몰랴다,말리다
몰루다,말리다
몰루다,모르다
몰르다,마르다
몰르다,모르다
몰리가다,몰려가다
몰리나오다,몰려나오다
몰리다,말리다
몰리대이다,몰려다니다
몰리댕기다,몰려다니다
몰리들다,몰려들다
몰리오다,몰려오다
몰리우다,말리다
몰리우다,말리다
몰미하다,멀미하다
몰아옇다,몰아넣다
몰이다,말리다
몰이우다,말리다
몽구라지다,망그러지다
몽디이찜질하다,몽둥이찜질하다
지하다,제하다
지기다,부리다
지끼다,끼치다
지내다,지어내다
지내다,집어내다
지다,부리다
지당하다,지탱하다
지대서다,기대서다
지둘리다,기다리다
지떡거리다,삐딱거리다
지뜯기다,쥐어뜯기다
지뜯다,쥐어뜯다
지라다,기르다
지루다,기르다
지르꾸다,기르다
지바르다,쥐어바르다
지박하다,투박하다
지불어지다,기울어지다
지숨매다,김매다
지우뚱기리다,기우뚱거리다
지울다,기울다
지이내다,지어내다
지이묵다,집어먹다
지이살다,쥐여살다
지이지내다,쥐여지내다
지저구다,재롱떨다
지저구리다,지껄이다
지저구지이다,재롱부리다
지저기다,지저귀다
지절구다,지껄이다
지조다,지껄이다
지주다,지껄이다
지지르다,저지르다
지집질하다,계집질하다
지질다,지껄이다
지짜다,쥐어짜다
지첨하다,기침하다
지축하다,집적이다
지키다,지껄이다
지틀다,쥐어틀다
지틀리다,수틀리다
지흔들다,쥐어흔들다
질딜이다,길들이다
짇다,이자가불어나다
짇다,긷다
쭈섬쭈섬하다,주섬주섬하다
질기다,즐기다
질리다,그슬리다
질쌈하다,길쌈하다
달람치다,달음질치다
짐빠지다,김빠지다
짐새다,김새다
집직이다,집적이다
징키다,지키다
징키보다,지켜보다
짚어지다,겉에서속,또는밑에서위까지의길이가길게되다
짜구질하다,자귀질하다
짜다,짜증을내다
짜라지다,헤어지다
짜매다,잡아매다
짜매다,처매다
짜바지다,찌부러지다
짜불다,기울다
짜불이다,기울이다
짤리다,닿다
짤기다,지리다
짤라묵다,잘라먹다
짬구다,잠그다
짱글다,자르다
째매다,잡아매다
째비다,훔치다
쨎다,찢다
쩌리다,우거지다
쩌입다,껴입다
쩌잡다,껴잡다
쩔룸거리다,쩔름거리다
쩔룸대다,쩔름대다
쩔룸쩔룸하다,쩔름쩔름하다
채다,잘되다
쩡타,찧다
쩨다,쬐다
쩨빗하다,쪼뼛하다
쩨빗하다,쪼뼛하다
쩰기다,지리다
쪼고리다,쪼그리다
쪼골티리다,쪼그리다
쪼구라들다,쪼그라들다
쪼구라지다,쪼그라지다
쪼굴시다,쪼그리다
쪼굴티다,쪼그라트리다
쪼까내다,쫓아내다
쪼달리다,쪼들리다
쪼라다,조리다
쪼르다,줄이다
쪼마들다,죄어들다
쫄라매다,졸라매다
쪼물락거리다,조몰락거리다
쪼물락기리다,조몰락거리다
쪼빼다,조빼다
쪼아들다,죄어들다
쪼우다,죄다
쪾다,쫓다
쪾아내다,쫓아내다
쫄리다,졸리다
쫄우다,줄이다
쫍히다,좁히다
쫑치다,다그치다
쭈루다,줄이다
쭈물리다,주물리다
쭈물다,주무르다
쭈지쭈지하다,주저주저하다
찌다,쬐다
찌개지다,찌그러지다
찌거러다,기울이다
찌고돌다,끼고돌다
찌굴다,기울다
찌굴아지다,기울어지다
찌꾸덩하다,기울다
찌르다,긷다
찌매다,잡아매다
찌불다,기울다
찌불시다,기울이다
찌불아지다,기울어지다
찌붓거리다,기웃거리다
찌붓하다,망설망설하다
찌울어지다,기울어지다
찌웃기리다,끼웃거리다
찌트리다,끼트리다
찔꿈거리다,찔끔거리다
찔꿈대다,찔끔대다
찔꿈찔꿈하다,찔끔찔끔하다
찔꿈하다,찔끔하다
찔다,긷다
찝다,줍다
찝직이다,집적거리다
찝짝이다,찝쩍이다
찝찍거리다,찝쩍거리다
찝찍대다,찝쩍대다
찝찍이다,찝쩍이다
차매다,동이다
채다,꾸다
채다보다,쳐다보다
채리입다,차려입다
채매다,잡아매다
채이다,괴다
챙기보다,살펴보다
처묵다,처먹다
처옇다,처넣다
철짱하다,차깔하다
산칙하다,장작더미를가지런히쌓아올리다
살림살다,소꿉질하다
살기다,살리다
살다,사르다
살라다,살리다
살루다,살리다
살리다,사르다
상랑하다,상량하다
새내다,샘내다
새보다,샘내다
새아다,새우다
새알다,샘내다
새암내다,샘내다
샒기다,삶기다
생내다,샘을내다
서들다,서두르다
설농하다,실농하다
성걸다,썰다
세다,지나치게익다
누구러들다,누그러들다
섹이다,속이다
소구하다,좋은음식을먹어원기를보충하다
누구러지다,누그러지다
농하다,농익다
놔삐리다,놓치다
누러지다,누레지다
누아다,뉘다
누지르다,누르다
누이다,누비다
누자다,잠자다
누질다,누르다
누질르다,누르다
누질리다,눌리다
눌리다,누르다
눈사움하다,눈싸움하다
눈소카다,눈을속이다
달아붙다,달라붙다
눈여기보다,눈여겨보다
눈요구하다,눈요기하다
눌이붙다,눌어붙다
눗다,눕다
뉘비다,누비다
뉘이다,누이다
뉩히다,눕히다
늘기다,늘리다
늘루다,늘리다
늘류다,늘리다
늘어티리다,늘어트리다
늘카다,늘리다
늘쿠다,늘리다
늙어지다,늙다
능실대다,느릿느릿꾸물거리다
늦데다,늦되다
니내돌이하다,너나들이하다
니다,누이다
니러가다,내려가다
니루다,기르다
니리다,내리다
니비질하다,누비질하다
니아다,뉘다
니우치다,뉘우치다
니이다,뉘다
니피다,눕히다
닙히다,눕히다
다람치다,달음질치다
다마르가다,달려가다
다마르다,다그치다
다말다,달리다
다말아가다,달려가다
다말아오다,달려오다
다이다,닿다
다서꾸다,뒤섞다
데돌리다,되돌리다
데돌아가다,되돌아가다
다치다,닥치다
다풀거리다,다팔거리다
데돌아보다,되돌아보다
데돌아서다,되돌아서다
데돌아오다,되돌아오다
단임하다,담임하다
달가묵다,닳아먹다
달가빠지다,닳아빠지다
달가지다,매달리다
달가지다,닳리다
달갑아하다,달가워하다
달개다,달래다
달기들다,달려들다
달나다,달아나다
달라들다,달려들다
달라빼다,달아나다
달리가다,달려가다
달리빼다,달아나다
달리오다,달려오다
달메다,닮다
달무다,닮다
달삼하다,닭싸움하다
달빼다,달아나다
달아빼다,달아나다
달이다,진한꿀이나단음식을많이먹었을때속이메스껍고질리는느낌이나다
닳구다,닳리다
닳기다,갈리거나오래쓰여서어떤물건이낡아지거나그물건의길이두께크기따위가줄어들게되다
담다,담그다
당구,가마
당그라매다,달아매다
닿이다,닿다
대댕기다,맞닥뜨리다
대댕기다,잡히다
대밀다,들이밀다
대루다,다리다
대리다,다리다
대리비질하다,다리미질하다
대묵다,돼먹다
대바라지다,되바라지다
대이다,다니다
대이다,닥치다
댄구다,댕기다
댄기다,댕기다
댄기다,다니다
댈기다,달이다
댈이다,달이다
댈이다,못 먹을 정도로 달다
대리다,못 먹을 정도로 달다
댕구다,댕기다
댕기가다,다녀가다
댕이다,동이다
댕이매다,동여매다
더꼬가다,데려가다
더꼬오다,데려오다
더꾸다,덖다
더덩키다,들키다
더부렁거리다,뒤룩거리다
더부렁대다,뒤룩대다
더부렁더부렁하다,뒤룩뒤룩하다
더부리하다,투레하다
더불이다,데리다
더뿍더뿍하다,더뻑더뻑하다
더얼내다,덜어내다
더투다,더듬다
더트다,무엇을찾으려고손으로더듬다
더트다,더듬다
덕석몰이하다,멍석말이하다
덜버다보다,들여다보다
덤비들다,덤벼들다
덥치다,겹치다
덥쳐입다,껴입다
덥치입다,껴입다
덮어시다,덮어쓰다
덮어시우다,덮어씌우다
데가지다,되가지다
데감기다,되감기다
데감다,되감다
데넘구다,되넘기다
데눕다,되눕다
데작데작하다,되작되작하다
데작이다,되작이다
데데다,데되다
데뎅키다,들키다
데돌다,되돌다
데말리다,되말려들다
데묻다,되묻다
데질하다,되질하다
데받다,되받다
데받아넘구다,되받아넘기다
데받아치다,되받아치다
데베지다,되바라지다
데짚다,되짚다
데비하다,도배하다
데빌다,데리다
데살다,되살다
데살리다,되살리다
데살아나다,되살아나다
데살아오다,되살아오다
데살피다,되살피다
데샇다,되쌓다
데새기다,되새기다
데새기다,되새기다
데새김질하다,되새김질하다
데새김하다,되새김하다
데샘키다,되삼키다
데소다,되쏘다
데십다,되씹다
데십히다,되씹히다
데쌞기다,데삶기다
데씹다,되씹다
데짚어가다,되짚어가다
데오르다,되오르다
데이다,데다
데작기리다,되작거리다
데쫓기다,되쫓기다
데쫓다,되쫓다
데차지하다,되차지하다
데파다,데우다
데팔다,되팔다
데푸다,데우다
데풀다,되풀다
데풀리다,되풀리다
데풀이데다,되풀이되다
데풀이하다,되풀이하다
델다,데리다
델동말동하다,될동말동하다
뎀비다,덤비다
뎁후다,데우다
뎁히다,데우다
뎅이다,동이다
도까다,돋우다
도꾸질하다,도끼질하다
도래도래하다,도리도리하다
도리내다,도려내다
홈차,혼자
자래끼,그저께
저아리,그끄저께
그재,그저께
이양,이왕
이자,이제
아래끼,그저께
애나,참말
멍여,먼저
몬자,먼저
몬재,먼저
몬지,먼저
몬채,먼저
몬첨,먼저
쪼깨,조금
불미불미,부라부라
하모,아무렴
잠잠,죔죔
글키,그러게
글케,그러게
게시레,고수레
고내고내,섬마섬마
어구야,어이구
어무이,어마
어마이,어마
어무니,어마
어뿔깡,어뿔싸
어뿔꺼,어뿔싸
어뿔쌍,어뿔싸
엄마,어마
에나,아나
돌돌,오래오래
보래,이보게
보소,여보시오
보이소,여보시오
오마,어마
오메,어머
옴마,어머
음메,어머
꼬내꼬내,섬마섬마
꼬막꼬막,죄암죄암
꼰지꼰지,섬마섬마
아나,옜다
아모렴,아무렴
안마,아무렴
제기미,제미
젠중,젠장
좀좀,죔죔
좀좀좀,죔죔
좌라,저라
머서기,거시기
머서기,거시기
멩군,멍군
지기미,네미
징징,곤지곤지
짝짱구짝짱구,짝짜꿍짝짜꿍
선다선다,섬마섬마
섬바섬바,섬마섬마
섬배섬배,섬마섬마
섰다섰다,섬마섬마
세사아,세상에
니기미,네미
니이미,네미
대차나,과연
데끼,떼끼
저어,저기
